g,label,CS Code,CS Code,CS Code
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Klooster der Caucijnen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Klooster der Franciscanessen en Liefdadigheidsgesticht,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Klooster der Ursulinen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Ursulinen-klooster en kostschool,2-72,2-62,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Klooster der Zusters van Barmhartigheid en Arm- en Werkhuis,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Franciscanen- klooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Annuntiaten-klooster ,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Jezuietenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Klooster der Zusters van Liefde. Verpleeghuis voor armen en gebrekkigen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Klooster der Zusters der Goddelijke Voorzieningheid,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Klooster der zuster van de Goddelijke,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,St. Pieter.Klooster der Zusters Tertiaristen en kostschool,2-72,2-62,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Zusters van Afrika. (Postulaat),2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Seminarie,2-73,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Gevangenis,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Huis van arrest,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Hofje van St. Marten,2-9,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Annexe van het missiehuis,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,De Weert,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Gebrekkigenhuis,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Gehucht Roer,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Genie-bureau en Magazijn,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Hatenboer,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Hotel van Commensalen,3-1,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Missiehuis,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Opzichterswoning,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,St. Mathias Conventje,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_13_H1,Voorzienigheid,X,,
http://lod.cedar-project.nl/resource/v2/VT_1899_03_H1,Huizen,1-0,,
http://lod.cedar-project.nl/resource/v2/VT_1899_03_H1,Overige Huizen,2-0,,
http://lod.cedar-project.nl/resource/v2/VT_1899_03_H1,Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Huizen,1-0,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Huizen ,1-0,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T, Huizen,1-0,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Schepen. ,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Tijd. aanw. Schepen.,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Woonschepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Tijd.aanw.schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Schepen.,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Tijd. Aanw. Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Tijd aanw. Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Tijd.aan.schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Schepen ,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Tijd aanw. Schepen.,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Tijd. Aanw, schepen,",2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Tijdelijk aanw. Schepen.,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Woonschepen.,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Tijd, aanw. Schepen",2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hr. Mr. Nautilus,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hr. Ms Gelderland,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hr. Ms van Speijck,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hr. Ms Zeeland,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Hr. Ms. Logieschip ""Corn.Drebbel""",2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hr. Ms. Van Atjeh,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Hr. Ms. Wachtschip ""Buffel""",2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hr. Ms. Wachtschip Emma,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Scchepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Sch,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Tijd. Aanw. Arken,",2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Woonwagens.,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Tijd. aanw. woonwagens.,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Tijd.aanw.Woonwagens,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Woonwagens,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Tijd. Aanw. Woonwagens,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Tijd aanw. Woonwagens,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Tijd, aanw. Woonwagens",2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Tijd. Aank. Woonwagens,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Tijd aanw.woonwagens,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Woonwagens,",2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Tijd. Aangew. Woonwagens.,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Woowagens.,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Tijd. Aanw.  Woonwagens,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Keten,2-12,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Keten,",2-12,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Keten.,2-12,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Stads Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Algemeen Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,R.-K. Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Emma-kinderziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Tesselschade-Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Burger-ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Groot Ziekenhuis',2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Kinderziekenhuis""Mary""",2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Het Kinderziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Het Stedelijk Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Ziekenhuis ""Anajah""",2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Wilhelminaziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Provinciaal Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gemeente- Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Het Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gemeentelijk Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Johanniter Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Prot. Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Ziekenhuis ""Salem""",2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Stadsziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gem. Ziekenhuizen,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"R,-K. Ziekenhuis",2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Kinderziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Academisch Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,R.-K Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Stads Armen-en Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gemeenteziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ziekenhuis Bethesda,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ziekenhuis v/h Burg. Armbestuur,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Stads-Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Universiteitsziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ziekenhuis.,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Kinderziekenhuis.,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Wilhelmina-Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Het Ziekenhuis van Schouwen en Duiveland,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Homeopatisch Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Prot. Ziekenhuis.,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Stedelijk Ziekenhuis (Coolsingel),2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Israel Oudelieden en ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Stedelijk Ziekenhuis (bergweg),2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Ziekenhuis ""Bethesda"".",2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Sophia Kinderziekenhuis en pleegzustervereeniging",2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Stads-Ziekenhuis.,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Wilhelmina-Kinderziekenhuis.,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Algemeen Ziekenhuis.,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,R.-K. Wees- en Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gemeentelijk Ziekenhuis.,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ziekenhuis Consolatrix Afflietorum,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Sophin ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Antoniusziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Bonifacius Hospitaal,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Eliz. Gast- of Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Geertruiden Gast- en Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Gerardus majella-ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Josephziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ziekeninrichting,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Ziekenverpleging ,, St.Joanna''",2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gereform. Ziekenverpleging,2-22,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Particuliere Ziekenverpleging,2-22,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Wijkverpleging,2-22,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Verplegingshuis,2-22,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,s-Gravenh. Wijkverpleging,2-22,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Geref. Ziekenverpleging,2-22,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ziekenverpleging,2-22,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,R.K ziekenverpleging,2-22,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ziekenverpleging Calvariënberg.,2-22,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Vereeniging voor wijkverpleging.,2-22,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,R.K verplegingsgesticht,2-22,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ver. T. verpleging v. Zendelingszonen.,2-22,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Herv. Diaconie Verplegingshuis,2-22,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gebouw Wijkverpleging,2-22,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zusters van Liefde.,2-22,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Blindengesticht ,,St. Henrieus''",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Chr. Krankz. Gest. ""Wolfheze"" ",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gest. D. Godd. Voorzienigh.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Gest. Jezus, Maria, Joseph",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gest.v.drandz.mannen,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gest.v.drankz.vrouwen,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht St. Barbara.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht St. Willebrord,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Het gest. ""Koningslust""",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Het St. Josephgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Krankz.gest.""Het Apeld.Bosch""",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Krankzinnigengest.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Krankzinnigengesticht ""St. Servatius""",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Krankzinnigengesticht ""St.Bravo""",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Rijksopvoedingsgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Gesticht ""Severen""",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Mariagesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Portug. Israel gesticht voor gehuwde oude lieden,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Fernandes Nunesgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht Joodsche Invaliden,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ooglijdersgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht van Liefdadigheid,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht v. Volwassen blinden,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Overige gestichten,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Rijksopv.gesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Israelietisch gesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,N.-H. Diaconiegesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Het Liefdegesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Rijksopv.gesticht ,,Veldzicht''",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Opvoedingsgest. Der Fraters,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Franciscanessengesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Opvoedingsgest. St. Joseph v. jongens.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht v/h Heilige Hart,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Opvoedingsgesticht St. Joseph,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht 't kindje Jezus,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Diaconiegesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,R.K. liefdegesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht Bethlehem,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Krankzinnigengesticht 'Huize Padua',2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,R.-K. Liefdegesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Leogesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Eugenlagesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht de Weijer,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"St, Josephgesticht",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Geuzengesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht Het Heilige Hart,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Krankzinnigengesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,De Weerd's gesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Piusgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Rijksopvoedingsgesticht de Kruisberg,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht voor oude lieden en verlaten kinderen,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Idiotengesticht Boldershof,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St.  Dominicusgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Agathagesticht.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht ,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht v. kinderverpleging,2-23,2-22,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Agneesgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Agnesgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Larinksgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht v. Voogdijkinderen ,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Krankzinnigengesticht ""Veldwijk"" ",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Dominicanengesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Elisabethgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Dominicusgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Theresiagesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Geneesk. Gesticht voor krankzinnigen,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Aloysinsgesticht.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"St. Aloysius gesticht ""De Heibloem""",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Aloysiusgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"R,-K. Liefdegesticht",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Krankz. Gesticht ,,veldzicht''.",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Zenuwlijdersgesticht ,,Oldenhof''",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Hofmansgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Blindengesticht ,,De Wijnberg'' ",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Aloysiusgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Aloysiusgesticht.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Aloyslusgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ned. Herv. Oudenliedengesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Israël Oudenliedengesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Gesticht ,,Schiefbaan Hovius''",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Jansongesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Reklasseeringsgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Anastasiagesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Andreasgesticht.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"st. Andrianusgesticht,",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"""Piusgesticht""",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Het gesticht van Liefdadigheid,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Het Verplegingsgesticht,2-23,2-22,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Anfridusgesticht.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Vleariusgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Annagesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Annagesticht.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Carolus Borromeusgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,O.L. vrouwegesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Damesgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Zenuwlijdersgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Het Antonius en Cornelisgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht v. Barmhartigheid,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,R.K Liefdegesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Prov. Krankzinnigengesticht Duin en Bosch,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Kruisheerengesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht v. R.-K. Oudelieden en Weezen,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Rijks- Opvoedingsgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Gesticht ,, De Voorzienigheid""",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,R.-K. Liefdegesticht.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,R.-K. Liefdegesticht:,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Het Piusgesticht.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Anthoniusgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Gesticht ""Bethlehem"".",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Krankzinnigengesticht ""Bloemendaal""",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Antoniagesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Gesticht ""Valkenheide"".",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Mariagesticht.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ooglijdersgesticht.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht  Het Arme Kind Jezus.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht de 12 Apostelen.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Krankzinnigengesticht.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Ursulinengesticht.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Gesticht ,, O.L. Vr. Van Nazareth""",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Rijks Krankzinnigengesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht v.d. Heiligen Adrianus,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,St. Antoniusgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Gesticht der Zuster v/h Heilig Hart,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,Diaconiegesticht N.H. Gem.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Gesticht ""De Voorzienigheid""",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Gesticht ""Onsenoort""",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,"Gesticht ""Nazareth""",2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1920_01_T,R.-K. Gesticht v. Ouden v. Dagen,2-23,,
